symbol,strategy,filled,phantom_rate_pct,win_rate,pf,cum_pct,max_dd,avg_pnl,recency_avg_pnl,recency_win_rate,recency_pf,last_90d_n,last_90d_pf,last_90d_cum_pct,last_180d_n,last_180d_pf,last_180d_cum_pct,n_tp,n_stop,composite_score,passes_filter,filter_fail_reasons
EOSE.US,DC20,99,52.2,45.5,0.99,-1.83,-11.35,-0.004,-0.08,44.4,0.89,14,0.79,-1.71,34,0.9,-2.73,12,40,-0.065,False,近期PF<1.1|近半年PF<1.0
EOSE.US,TTM_SQ,231,0.0,35.5,0.78,-39.16,-46.72,-0.199,-0.034,38.0,0.96,34,1.2,4.31,64,0.84,-9.23,57,128,-0.1,False,近期PF<1.1|近半年PF<1.0
EOSE.US,ST_10_3,60,0.0,50.0,1.48,17.15,-7.51,0.277,0.225,46.5,1.33,0,,,9,1.31,1.92,19,25,0.232,True,
MSFL.US,ORB5_Z,162,0.0,39.5,1.41,38.34,-11.63,0.22,0.421,43.3,1.75,25,2.0,15.56,54,1.8,25.43,9,88,0.396,True,
MSFL.US,ORB15_VWAP,26,85.9,34.6,0.8,-3.89,-9.72,-0.135,-0.583,39.7,0.28,2,0.03,-1.68,7,0.05,-7.58,1,10,-0.643,False,近期PF<1.1|近半年PF<1.0
MSFL.US,VWAP_PB,12,76.5,33.3,0.74,-1.32,-2.15,-0.108,-0.019,38.6,0.96,4,1.28,0.43,5,1.0,-0.02,4,7,-0.032,False,成交<20|近期PF<1.1
MSFL.US,VWAP_MR,262,0.0,47.7,0.72,-17.49,-17.77,-0.072,-0.137,43.9,0.59,41,0.47,-8.85,87,0.52,-13.9,94,82,-0.131,False,近期PF<1.1|近半年PF<1.0
MSFL.US,EMA_X,155,0.0,35.5,0.52,-22.01,-22.4,-0.159,-0.304,31.1,0.35,21,0.27,-8.72,47,0.43,-11.45,48,89,-0.257,False,近期PF<1.1|近半年PF<1.0
MSFL.US,DC20,48,79.2,37.5,0.72,-4.52,-7.8,-0.093,-0.221,32.9,0.43,19,0.43,-4.04,25,0.44,-5.05,8,23,-0.19,False,近期PF<1.1|近半年PF<1.0
MSFL.US,TTM_SQ,161,0.0,34.8,0.69,-16.93,-18.66,-0.112,-0.159,33.3,0.63,38,0.56,-7.39,68,0.64,-10.53,42,89,-0.148,False,近期PF<1.1|近半年PF<1.0
MSFL.US,ST_10_3,138,0.0,35.5,0.55,-13.3,-16.44,-0.103,-0.113,35.4,0.54,1,0.0,-0.62,1,0.0,-0.62,40,87,-0.263,False,近期PF<1.1|近半年PF<1.0
MSFU.US,ORB5_Z,165,0.0,33.9,1.26,23.48,-20.39,0.15,0.342,39.9,1.57,22,1.72,10.92,48,1.77,21.89,4,99,0.338,True,
MSFU.US,ORB15_VWAP,38,79.2,36.8,0.54,-9.46,-11.34,-0.256,-0.039,39.4,0.9,3,2.33,1.12,9,0.99,-0.1,0,11,-0.074,False,近期PF<1.1|近半年PF<1.0
MSFU.US,VWAP_PB,24,54.7,41.7,0.85,-1.09,-3.35,-0.044,0.062,50.3,1.19,6,1.06,0.11,9,1.54,1.43,7,13,0.07,True,
MSFU.US,VWAP_MR,250,0.0,43.6,0.69,-21.01,-24.06,-0.092,-0.091,45.0,0.73,42,0.61,-6.27,85,0.71,-8.13,73,78,-0.093,False,近期PF<1.1|近半年PF<1.0
MSFU.US,EMA_X,132,0.0,37.9,0.55,-21.27,-23.36,-0.179,-0.364,31.7,0.32,22,0.27,-9.23,45,0.32,-15.49,36,67,-0.321,False,近期PF<1.1|近半年PF<1.0
MSFU.US,DC20,98,58.5,39.8,0.62,-11.17,-13.99,-0.119,-0.142,44.9,0.58,22,0.68,-2.34,33,0.69,-3.17,12,49,-0.124,False,近期PF<1.1|近半年PF<1.0
MSFU.US,TTM_SQ,210,0.0,35.2,0.65,-24.59,-28.78,-0.132,-0.249,30.3,0.47,40,0.43,-10.77,80,0.48,-19.09,49,116,-0.222,False,近期PF<1.1|近半年PF<1.0
MSFU.US,ST_10_3,88,0.0,38.6,0.63,-6.92,-10.56,-0.081,-0.048,41.1,0.77,0,,,0,,,24,47,-0.04,False,近期PF<1.1
CIFR.US,ORB5_Z,150,0.0,30.7,1.14,20.88,-38.26,0.234,0.613,35.9,1.42,25,1.84,27.36,54,1.25,15.68,2,94,0.44,True,
CIFR.US,ORB15_VWAP,53,67.3,37.7,0.86,-11.77,-16.77,-0.19,-0.152,34.4,0.85,7,1.23,0.73,13,0.63,-5.11,6,19,-0.232,False,近期PF<1.1|近半年PF<1.0
CIFR.US,VWAP_PB,28,49.1,42.9,1.52,10.05,-7.66,0.36,0.158,35.1,1.22,2,0.0,-1.89,6,2.61,4.52,10,14,0.377,True,
CIFR.US,VWAP_MR,232,0.0,52.6,1.03,1.11,-21.46,0.022,-0.05,53.0,0.93,37,0.86,-4.0,79,1.03,0.47,72,71,-0.019,False,近期PF<1.1
CIFR.US,EMA_X,153,0.0,46.4,0.96,-7.99,-34.55,-0.034,0.441,57.8,1.72,28,2.55,20.58,47,1.66,20.09,51,63,0.342,True,
CIFR.US,DC20,124,42.6,41.1,0.89,-10.48,-17.86,-0.075,-0.079,39.7,0.9,21,0.84,-3.02,36,0.93,-2.47,11,42,-0.075,False,近期PF<1.1|近半年PF<1.0
CIFR.US,TTM_SQ,248,0.0,44.8,1.08,12.36,-18.02,0.067,0.118,44.6,1.16,46,1.15,4.04,82,1.21,11.02,53,118,0.113,True,
CIFR.US,ST_10_3,87,0.0,51.7,1.15,6.69,-11.13,0.085,0.173,52.2,1.32,21,0.98,-0.35,44,1.57,12.88,16,33,0.191,True,
AAOI.US,ORB5_Z,168,0.0,35.7,1.64,280.91,-25.14,0.925,1.513,37.7,1.98,27,2.08,56.18,57,2.15,141.46,3,101,1.686,True,
AAOI.US,ORB15_VWAP,31,71.8,54.8,1.92,24.6,-8.41,0.765,2.382,64.5,4.61,2,inf,12.74,9,2.84,16.15,4,5,1.882,True,
AAOI.US,VWAP_PB,18,64.0,77.8,5.92,25.78,-3.21,1.296,1.398,72.7,4.61,2,2.57,1.71,8,4.67,12.31,10,4,1.42,False,成交<20
AAOI.US,VWAP_MR,228,0.0,44.7,0.73,-45.07,-50.25,-0.244,-0.21,51.1,0.78,38,0.86,-6.03,74,0.76,-17.0,56,78,-0.223,False,近期PF<1.1|近半年PF<1.0|DD<-50%
AAOI.US,EMA_X,134,0.0,44.8,1.02,-0.14,-21.63,0.016,0.017,47.2,1.02,18,1.16,2.22,37,0.63,-14.33,43,55,-0.104,False,近期PF<1.1|近半年PF<1.0
AAOI.US,DC20,105,49.5,43.8,0.94,-5.62,-14.63,-0.042,-0.061,44.5,0.93,23,0.64,-8.63,41,1.11,2.96,11,41,-0.017,False,近期PF<1.1
AAOI.US,TTM_SQ,226,0.0,45.6,1.27,49.39,-15.33,0.197,0.118,41.7,1.15,43,0.96,-2.65,81,1.13,7.45,52,98,0.126,True,
AAOI.US,ST_10_3,57,0.0,49.1,1.27,8.95,-6.48,0.164,-0.046,44.8,0.94,17,0.61,-5.99,31,0.98,-1.01,8,24,0.0,False,近期PF<1.1|近半年PF<1.0
ARM.US,ORB5_Z,190,0.0,36.3,1.25,35.71,-24.76,0.197,0.354,38.3,1.35,37,1.57,26.27,69,1.2,11.72,2,108,0.267,True,
ARM.US,ORB15_VWAP,34,78.2,32.4,0.63,-8.43,-13.63,-0.246,0.109,38.3,1.19,5,6.51,5.68,9,1.09,0.32,0,6,0.016,True,
ARM.US,VWAP_PB,42,35.4,38.1,1.03,0.32,-4.05,0.012,-0.038,34.7,0.93,9,1.07,0.29,13,0.82,-1.62,11,24,-0.054,False,近期PF<1.1|近半年PF<1.0
ARM.US,VWAP_MR,221,0.0,48.4,0.82,-14.03,-20.77,-0.065,-0.032,50.9,0.92,29,1.16,1.91,73,1.05,0.97,68,68,-0.025,False,近期PF<1.1
ARM.US,EMA_X,136,0.0,46.3,1.05,1.68,-9.71,0.016,0.116,50.0,1.38,20,2.85,7.38,43,1.13,1.63,32,45,0.073,True,
ARM.US,DC20,131,39.4,40.5,0.77,-10.74,-19.35,-0.083,0.149,48.9,1.5,21,1.79,5.05,38,1.61,6.13,12,54,0.106,True,
ARM.US,TTM_SQ,227,0.0,42.3,1.11,7.48,-10.29,0.036,0.141,43.5,1.42,43,1.47,7.53,74,1.49,11.59,41,81,0.125,True,
ARM.US,ST_10_3,55,0.0,32.7,0.81,-3.51,-7.33,-0.062,0.18,51.4,1.59,13,1.75,2.85,13,1.75,2.85,8,21,0.143,True,
MU.US,ORB5_Z,194,0.0,33.0,0.99,-5.3,-22.49,-0.007,0.063,32.6,1.07,34,1.07,1.24,69,1.11,5.58,4,118,0.054,False,近期PF<1.1
MU.US,ORB15_VWAP,28,81.5,53.6,1.69,6.17,-3.37,0.222,0.269,64.1,1.53,6,1.62,2.14,7,1.75,2.61,1,2,0.291,True,
MU.US,VWAP_PB,23,54.9,47.8,1.31,2.42,-2.95,0.109,0.24,41.9,1.56,5,1.04,0.06,9,1.17,0.62,7,11,0.162,True,
MU.US,VWAP_MR,211,0.0,51.2,0.84,-13.52,-16.53,-0.065,-0.107,51.5,0.78,39,0.86,-3.16,73,0.7,-10.81,61,71,-0.111,False,近期PF<1.1|近半年PF<1.0
MU.US,EMA_X,140,0.0,45.7,0.98,-1.72,-12.56,-0.008,0.034,46.3,1.08,22,1.38,3.8,40,1.26,3.89,31,50,0.045,False,近期PF<1.1
MU.US,DC20,135,38.6,49.6,1.16,5.19,-10.14,0.041,0.315,57.4,2.36,19,3.47,10.74,46,2.38,14.32,9,34,0.259,True,
MU.US,TTM_SQ,250,0.0,41.2,0.9,-10.44,-22.99,-0.039,0.012,44.2,1.02,45,1.35,7.58,87,0.95,-2.86,42,109,-0.012,False,近期PF<1.1|近半年PF<1.0
MU.US,ST_10_3,83,0.0,50.6,1.53,10.55,-4.97,0.124,0.19,53.5,1.67,17,1.55,2.99,28,1.07,0.63,15,24,0.127,True,
MRVL.US,ORB5_Z,191,0.0,32.5,0.94,-10.82,-26.36,-0.042,0.185,36.1,1.24,35,1.44,12.5,68,1.19,7.92,3,117,0.119,True,
MRVL.US,ORB15_VWAP,29,82.2,55.2,3.09,19.17,-2.09,0.62,1.051,60.9,5.17,4,10.88,5.98,8,3.4,5.72,2,1,0.864,True,
MRVL.US,VWAP_PB,45,37.5,37.8,0.99,-0.38,-5.21,-0.003,-0.021,39.1,0.96,7,0.54,-2.74,16,1.25,1.97,10,24,0.026,False,近期PF<1.1
MRVL.US,VWAP_MR,230,0.0,49.1,0.88,-10.97,-17.26,-0.046,-0.083,48.1,0.82,30,0.95,-1.02,78,0.81,-6.36,78,68,-0.075,False,近期PF<1.1|近半年PF<1.0
MRVL.US,EMA_X,130,0.0,36.9,0.63,-22.52,-25.27,-0.191,-0.134,39.5,0.76,22,1.13,1.37,41,0.66,-7.74,26,62,-0.162,False,近期PF<1.1|近半年PF<1.0
MRVL.US,DC20,118,42.7,45.8,0.92,-3.87,-7.68,-0.029,-0.058,46.8,0.87,26,0.63,-4.89,40,0.98,-0.59,14,44,-0.039,False,近期PF<1.1|近半年PF<1.0
MRVL.US,TTM_SQ,236,0.0,41.9,0.86,-13.99,-19.29,-0.059,-0.018,45.3,0.96,48,1.24,4.75,82,0.96,-1.96,45,108,-0.028,False,近期PF<1.1|近半年PF<1.0
MRVL.US,ST_10_3,38,0.0,42.1,1.05,0.49,-4.65,0.017,0.092,45.3,1.23,13,1.34,1.62,16,0.9,-0.79,9,15,0.035,False,近半年PF<1.0
DELL.US,ORB5_Z,194,0.0,43.3,1.53,72.0,-12.51,0.298,0.883,55.5,2.66,31,3.49,51.88,62,2.63,68.7,2,95,0.834,True,
DELL.US,ORB15_VWAP,35,78.7,45.7,0.98,-0.76,-10.85,-0.011,-0.103,47.7,0.78,5,2.97,1.6,11,0.85,-0.79,1,8,-0.075,False,近期PF<1.1|近半年PF<1.0
DELL.US,VWAP_PB,34,45.2,29.4,0.6,-5.19,-8.05,-0.154,-0.199,29.3,0.58,3,0.71,-0.41,9,0.53,-2.34,8,23,-0.208,False,近期PF<1.1|近半年PF<1.0
DELL.US,VWAP_MR,211,0.0,41.7,0.54,-29.85,-33.75,-0.166,-0.059,47.7,0.82,31,1.69,5.01,72,0.95,-1.35,53,74,-0.068,False,近期PF<1.1|近半年PF<1.0
DELL.US,EMA_X,140,0.0,42.1,0.73,-14.64,-20.64,-0.109,-0.002,46.9,1.0,24,1.17,1.62,43,0.79,-4.31,32,60,-0.053,False,近期PF<1.1|近半年PF<1.0
DELL.US,DC20,132,42.1,36.4,0.78,-9.01,-16.61,-0.069,0.1,43.9,1.31,23,1.62,4.59,42,1.47,5.8,16,47,0.078,True,
DELL.US,TTM_SQ,240,0.0,33.8,0.66,-27.04,-30.39,-0.128,-0.068,35.9,0.83,46,1.13,2.14,87,0.77,-8.03,38,118,-0.087,False,近期PF<1.1|近半年PF<1.0
DELL.US,ST_10_3,58,0.0,32.8,0.41,-11.56,-11.59,-0.21,-0.255,35.4,0.45,10,0.51,-2.42,15,0.57,-3.14,6,33,-0.232,False,近期PF<1.1|近半年PF<1.0
ALAB.US,ORB5_Z,173,0.0,38.7,1.4,79.83,-14.59,0.386,0.83,40.9,1.8,35,2.14,47.43,63,2.05,84.23,1,100,0.893,True,
ALAB.US,ORB15_VWAP,24,82.9,70.8,1.67,6.72,-5.46,0.283,0.358,72.6,1.79,2,inf,2.7,7,0.92,-0.53,0,2,0.213,False,近半年PF<1.0
ALAB.US,VWAP_PB,35,41.7,40.0,0.83,-3.31,-8.55,-0.09,-0.269,32.5,0.63,4,0.46,-2.15,11,0.75,-1.88,8,17,-0.204,False,近期PF<1.1|近半年PF<1.0
ALAB.US,VWAP_MR,209,0.0,42.1,0.68,-34.04,-37.07,-0.192,-0.237,39.7,0.64,30,0.88,-2.61,61,0.57,-15.93,52,73,-0.235,False,近期PF<1.1|近半年PF<1.0
ALAB.US,EMA_X,156,0.0,50.6,1.12,9.2,-12.19,0.065,0.127,55.0,1.25,28,1.71,8.33,57,1.01,-0.23,39,59,0.075,True,
ALAB.US,DC20,129,43.2,48.1,1.14,7.58,-8.8,0.064,0.014,49.6,1.03,32,1.13,1.83,50,1.07,1.38,16,50,0.028,False,近期PF<1.1
ALAB.US,TTM_SQ,248,0.0,39.1,0.91,-13.67,-28.79,-0.051,0.044,41.6,1.08,48,1.14,3.38,87,1.04,1.1,43,110,0.016,False,近期PF<1.1
ALAB.US,ST_10_3,47,0.0,46.8,1.08,1.47,-9.11,0.039,0.198,47.0,1.42,11,1.41,2.01,20,1.84,6.96,9,19,0.211,True,
MXL.US,ORB5_Z,183,0.0,38.3,1.63,140.85,-20.97,0.532,1.368,48.4,2.7,36,3.45,105.23,69,2.54,115.09,7,104,1.291,True,
MXL.US,ORB15_VWAP,48,70.4,50.0,1.23,6.9,-11.86,0.162,0.159,43.2,1.24,5,0.59,-2.15,10,0.84,-0.97,2,12,0.083,False,近半年PF<1.0
MXL.US,VWAP_PB,32,43.9,50.0,1.9,10.51,-3.52,0.322,0.285,44.8,1.55,7,1.18,0.76,13,2.12,5.74,12,15,0.339,True,
MXL.US,VWAP_MR,238,0.0,48.7,0.83,-17.73,-20.68,-0.076,-0.096,46.7,0.82,39,0.78,-5.46,86,0.86,-6.48,85,73,-0.086,False,近期PF<1.1|近半年PF<1.0
MXL.US,EMA_X,155,0.0,45.2,1.13,9.07,-8.73,0.063,0.052,43.8,1.1,27,1.18,2.35,53,0.91,-2.87,48,66,0.022,False,近半年PF<1.0
MXL.US,DC20,110,52.4,32.7,0.54,-22.36,-23.66,-0.226,-0.31,33.0,0.43,18,0.19,-10.03,36,0.53,-8.04,12,54,-0.267,False,近期PF<1.1|近半年PF<1.0
MXL.US,TTM_SQ,234,0.0,38.5,0.93,-11.02,-24.36,-0.041,0.042,42.6,1.07,44,1.08,1.81,81,1.09,3.1,56,122,0.024,False,近期PF<1.1
MXL.US,ST_10_3,81,0.0,38.3,1.14,3.6,-7.11,0.048,0.141,40.1,1.46,20,1.78,4.1,51,1.39,5.83,17,40,0.114,True,
ORCL.US,ORB5_Z,148,0.0,35.1,1.4,35.67,-18.61,0.225,0.247,36.3,1.39,26,1.93,14.43,53,1.03,0.1,1,91,0.169,True,
ORCL.US,ORB15_VWAP,31,80.6,54.8,1.21,2.23,-8.1,0.078,-0.552,41.2,0.32,3,0.13,-3.12,11,0.11,-8.06,3,6,-0.48,False,近期PF<1.1|近半年PF<1.0
ORCL.US,VWAP_PB,21,53.3,38.1,0.68,-2.05,-4.41,-0.097,-0.014,49.1,0.96,3,1.24,0.22,6,1.11,0.21,4,12,-0.016,False,近期PF<1.1
ORCL.US,VWAP_MR,227,0.0,42.7,0.67,-21.25,-23.03,-0.103,-0.06,47.3,0.81,38,0.91,-1.09,74,0.89,-2.67,65,70,-0.061,False,近期PF<1.1|近半年PF<1.0
ORCL.US,EMA_X,149,0.0,49.0,1.04,1.35,-4.85,0.012,-0.027,46.8,0.93,20,0.6,-3.89,37,0.79,-2.98,45,59,-0.035,False,近期PF<1.1|近半年PF<1.0
ORCL.US,DC20,118,44.1,43.2,0.8,-6.65,-9.49,-0.056,0.028,48.3,1.1,17,1.37,1.58,36,0.94,-0.67,12,47,-0.003,False,近半年PF<1.0
ORCL.US,TTM_SQ,240,0.0,37.1,0.73,-20.11,-24.72,-0.091,-0.042,40.5,0.88,42,1.01,0.05,80,0.73,-7.97,42,111,-0.069,False,近期PF<1.1|近半年PF<1.0
ORCL.US,ST_10_3,54,0.0,50.0,0.92,-1.02,-4.59,-0.018,0.118,67.9,1.73,3,inf,1.02,3,inf,1.02,9,22,0.157,True,
LITE.US,ORB5_Z,187,0.0,39.0,1.24,49.71,-24.63,0.273,0.581,40.8,1.45,31,2.06,42.17,68,1.35,32.58,1,106,0.489,True,
LITE.US,ORB15_VWAP,30,79.2,53.3,0.88,-3.0,-11.39,-0.089,0.419,57.9,1.71,4,1.68,1.59,6,1.46,1.84,0,8,0.284,True,
LITE.US,VWAP_PB,37,47.1,43.2,1.49,9.14,-5.35,0.247,0.755,55.4,2.54,6,2.16,4.72,14,2.53,10.38,13,18,0.649,True,
LITE.US,VWAP_MR,224,0.0,50.4,0.88,-14.61,-25.23,-0.062,-0.07,52.2,0.89,35,0.76,-6.42,74,1.07,2.15,62,72,-0.039,False,近期PF<1.1
LITE.US,EMA_X,144,0.0,47.2,1.2,13.41,-12.05,0.095,0.277,49.4,1.55,23,1.88,10.5,41,1.27,6.12,36,53,0.202,True,
LITE.US,DC20,126,42.2,42.1,0.69,-16.56,-16.56,-0.139,-0.158,43.4,0.7,23,0.73,-3.76,46,0.74,-6.51,8,46,-0.149,False,近期PF<1.1|近半年PF<1.0
LITE.US,TTM_SQ,241,0.0,46.5,0.97,-4.84,-16.43,-0.014,0.024,47.2,1.04,44,1.32,6.97,80,0.86,-7.71,37,104,-0.02,False,近期PF<1.1|近半年PF<1.0
LITE.US,ST_10_3,75,0.0,42.7,0.88,-3.67,-8.84,-0.045,0.067,43.6,1.16,14,1.72,3.06,25,1.5,4.94,9,29,0.084,True,
SNDK.US,ORB5_Z,180,0.0,37.2,1.44,110.79,-39.01,0.476,1.042,40.4,2.02,36,2.33,56.7,70,2.18,114.29,2,99,1.106,True,
SNDK.US,ORB15_VWAP,35,73.5,48.6,1.01,-0.4,-12.93,0.009,-0.075,55.7,0.91,3,0.59,-0.96,5,0.3,-4.45,0,7,-0.303,False,近期PF<1.1|近半年PF<1.0
SNDK.US,VWAP_PB,28,54.1,35.7,0.93,-1.67,-8.97,-0.047,-0.152,32.5,0.81,6,0.66,-1.73,15,0.9,-1.32,8,17,-0.112,False,近期PF<1.1|近半年PF<1.0
SNDK.US,VWAP_MR,198,0.0,54.0,1.05,3.14,-12.13,0.024,0.01,52.6,1.02,36,0.86,-3.0,73,1.19,6.5,65,59,0.037,False,近期PF<1.1
SNDK.US,EMA_X,119,0.0,46.2,1.17,10.03,-13.28,0.09,0.184,42.9,1.33,17,1.59,5.33,34,1.34,6.36,27,44,0.166,True,
SNDK.US,DC20,106,46.7,34.9,0.67,-20.65,-22.84,-0.209,-0.178,37.6,0.73,23,0.79,-3.14,36,0.69,-7.74,12,50,-0.195,False,近期PF<1.1|近半年PF<1.0
SNDK.US,TTM_SQ,218,0.0,44.5,1.08,7.13,-14.57,0.041,0.018,44.5,1.03,49,0.91,-3.01,81,1.14,5.68,42,90,0.038,False,近期PF<1.1
SNDK.US,ST_10_3,63,0.0,46.0,1.19,4.06,-6.44,0.068,0.211,51.9,1.66,16,2.01,4.92,24,2.13,8.17,9,20,0.221,True,
CRCL.US,ORB5_Z,99,0.0,37.4,1.39,45.45,-14.36,0.463,0.419,41.6,1.38,24,1.86,21.55,57,1.22,11.44,0,59,0.362,True,
CRCL.US,ORB15_VWAP,23,75.8,39.1,1.24,4.48,-10.41,0.228,-0.417,29.6,0.61,5,0.4,-3.02,8,0.26,-6.62,4,5,-0.411,False,近期PF<1.1|近半年PF<1.0
CRCL.US,VWAP_PB,20,41.2,40.0,0.84,-2.29,-7.16,-0.107,-0.258,37.6,0.63,3,0.41,-1.65,10,0.45,-4.31,6,12,-0.28,False,近期PF<1.1|近半年PF<1.0
CRCL.US,VWAP_MR,171,0.0,40.4,0.54,-45.16,-49.3,-0.342,-0.193,45.6,0.7,41,0.88,-3.19,83,0.74,-12.66,38,66,-0.211,False,近期PF<1.1|近半年PF<1.0
CRCL.US,EMA_X,83,0.0,45.8,0.93,-5.45,-15.99,-0.055,0.088,48.6,1.13,22,1.41,5.64,44,0.81,-6.48,27,35,-0.011,False,近半年PF<1.0
CRCL.US,DC20,73,43.0,54.8,1.3,10.14,-7.3,0.14,0.231,56.3,1.55,21,1.36,3.35,39,1.84,13.4,8,22,0.247,True,
CRCL.US,TTM_SQ,166,0.0,40.4,0.85,-16.94,-19.05,-0.1,-0.122,39.4,0.82,44,0.78,-7.25,86,0.88,-7.31,26,85,-0.106,False,近期PF<1.1|近半年PF<1.0
CRCL.US,ST_10_3,25,0.0,36.0,1.17,1.65,-4.36,0.071,0.314,49.8,1.87,9,2.23,3.58,9,2.23,3.58,5,7,0.291,True,
